index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
1448,151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,642 W HOSPITAL RD,PAOLI,IN,47454,ORANGE,8127232811,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,3,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,"642 W HOSPITAL RD
PAOLI, IN 47454
(38.567705, -86.474924)"
1449,210057,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,9901 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,MONTGOMERY,2408266517,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"9901 MEDICAL CENTER DRIVE
ROCKVILLE, MD 20850
(39.098046, -77.201027)"
1450,190054,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,2315 E MAIN STREET,NEW IBERIA,LA,70562,IBERIA,3373640441,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Below the National average,,"2315 E MAIN STREET
NEW IBERIA, LA 70562
(29.989313, -91.786405)"
1451,170133,SAINT LUKE'S CUSHING HOSPITAL,711 MARSHALL STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,9136841102,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"711 MARSHALL STREET
LEAVENWORTH, KS 66048
(39.307798, -94.918982)"
1452,110018,PIEDMONT NEWTON HOSPITAL,5126 HOSPITAL DRIVE NE,COVINGTON,GA,30014,NEWTON,7707867053,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"5126 HOSPITAL DRIVE NE
COVINGTON, GA 30014
(33.602362, -83.848262)"
1453,140290,ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60194,COOK,8478432000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,4,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,"1555 N BARRINGTON RD
HOFFMAN ESTATES, IL 60194
(42.052409, -88.144445)"
1454,131305,STEELE MEMORIAL MEDICAL CENTER,203 SOUTH DAISY STREET,SALMON,ID,83467,LEMHI,2087565612,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"203 SOUTH DAISY STREET
SALMON, ID 83467
(45.172663, -113.891429)"
1455,181330,RUSSELL COUNTY HOSPITAL,153 DOWELL ROAD,RUSSELL SPRINGS,KY,42642,RUSSELL,2708664141,Critical Access Hospitals,Government - Local,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,"153 DOWELL ROAD
RUSSELL SPRINGS, KY 42642
(37.057707, -85.066884)"
1456,210040,NORTHWEST HOSPITAL CENTER,5401 OLD COURT ROAD,RANDALLSTOWN,MD,21133,BALTIMORE,4105215995,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"5401 OLD COURT ROAD
RANDALLSTOWN, MD 21133
(39.359208, -76.782944)"
1457,120022,STRAUB CLINIC AND HOSPITAL,888 SO KING STREET,HONOLULU,HI,96813,HONOLULU,8085224000,Acute Care Hospitals,Proprietary,TRUE,,5,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"888 SO KING STREET
HONOLULU, HI 96813
(21.302023, -157.850226)"
1458,190151,RICHARDSON MEDICAL CENTER,254 HIGHWAY 3048,RAYVILLE,LA,71269,RICHLAND,3187284181,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"254 HIGHWAY 3048
RAYVILLE, LA 71269
(32.464143, -91.747878)"
1459,181301,MARCUM AND WALLACE MEMORIAL HOSPITAL,60 MERCY COURT,IRVINE,KY,40336,ESTILL,6067232115,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,"60 MERCY COURT
IRVINE, KY 40336
(37.705267, -83.977742)"
1460,190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,3330 MASONIC DRIVE,ALEXANDRIA,LA,71301,RAPIDES,3184871122,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,3,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,Above the National average,,Below the National average,,Below the National average,,"3330 MASONIC DRIVE
ALEXANDRIA, LA 71301
(31.282459, -92.460797)"
1461,151303,ST VINCENT JENNINGS HOSPITAL INC,301 HENRY ST,NORTH VERNON,IN,47265,JENNINGS,8123524200,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,,3,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"301 HENRY ST
NORTH VERNON, IN 47265
(39.011333, -85.641025)"
1462,181306,METHODIST HOSPITAL UNION COUNTY,4604 US HIGHWAY 60 WEST,MORGANFIELD,KY,42437,UNION,2703895000,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"4604 US HIGHWAY 60 WEST
MORGANFIELD, KY 42437
(37.701675, -87.836923)"
1463,180115,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,145 NEWCOMB AVENUE,MOUNT VERNON,KY,40456,ROCKCASTLE,6062562195,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,"145 NEWCOMB AVENUE
MOUNT VERNON, KY 40456
(37.357988, -84.336954)"
1464,140118,METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,60406,COOK,7085972000,Acute Care Hospitals,Proprietary,TRUE,,2,,Above the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"12935 S GREGORY
BLUE ISLAND, IL 60406
(41.658595, -87.678302)"
1465,151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,2900 W 16TH ST,BEDFORD,IN,47421,LAWRENCE,8122751200,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"2900 W 16TH ST
BEDFORD, IN 47421
(38.860988, -86.512167)"
1466,190079,ST CHARLES PARISH HOSPITAL,1057 PAUL MAILLARD ROAD,LULING,LA,70070,SAINT CHARLES,9857853644,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"1057 PAUL MAILLARD ROAD
LULING, LA 70070
(29.924827, -90.371515)"
1467,210062,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,7503 SURRATTS ROAD,CLINTON,MD,20735,PRINCE GEORGES,3018688000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"7503 SURRATTS ROAD
CLINTON, MD 20735
(38.75025, -76.874997)"
1468,180016,JEWISH HOSPITAL - SHELBYVILLE,727 HOSPITAL DRIVE,SHELBYVILLE,KY,40065,SHELBY,5026474300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"727 HOSPITAL DRIVE
SHELBYVILLE, KY 40065
(38.208905, -85.236234)"
1469,140239,ROCKFORD MEMORIAL HOSPITAL,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,WINNEBAGO,8159686861,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Below the National average,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"2400 NORTH ROCKTON AVENUE
ROCKFORD, IL 61103
(42.298434, -89.096782)"
1470,180045,ST ELIZABETH FLORENCE,4900 HOUSTON ROAD,FLORENCE,KY,41042,BOONE,8592125220,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,"4900 HOUSTON ROAD
FLORENCE, KY 41042
(39.017615, -84.63279)"
1471,171370,GOODLAND REGIONAL MEDICAL CENTER,220 WEST SECOND STREET,GOODLAND,KS,67735,SHERMAN,7858903625,Critical Access Hospitals,Government - Local,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"220 WEST SECOND STREET
GOODLAND, KS 67735
(39.357589, -101.713491)"
